0,1,2,3,4,5,6,7
0.5413543931667093,0.7105532809914337,0.6810175696800714,0.6112490223331818,0.5282651595011745,0.5837002845716979,0.5777121710289914,0.511822840807224
0.5947428275177695,0.7685052824205577,0.6576602866110178,0.6631226268770725,0.5489359857394508,0.6884220387308719,0.578747649227209,0.6074458642246672
0.6000178525757052,0.7764113964988648,0.6571737647557611,0.6700759724428222,0.569625519374554,0.7061147975811041,0.5735899328263644,0.6160262271923005
0.6214067159412389,0.8077765314305818,0.7775831863720547,0.6864443144101342,0.5227192240587515,0.5558705344155874,0.6524010222078066,0.5821847553711419
0.6284123159313851,0.8248622813663523,0.7811135974631643,0.7018510896856185,0.5546409001646895,0.6942696440652347,0.7086493569922625,0.6088997132953068
0.6471512148438184,0.8268258986420824,0.7788799373280418,0.7041018919094177,0.5377742049963549,0.6402700324175012,0.48760483113767383,0.5710264995040699
0.6656995745748553,0.8371770540379309,0.7782622673365256,0.7604801442020389,0.5682258027983939,0.7107269315590685,0.3535703885150097,0.6519248506538611
0.7774552286572576,0.8652407892835056,0.771624683707603,0.7656691498619814,0.6960749994902347,0.639777569148552,0.4629578001899948,0.6401393121590481
0.7880626267062284,0.8858917516633311,0.763871730995116,0.8458030968369001,0.7081283582728577,0.6827070455290835,0.5341360070526193,0.7482547602248426
0.7920362333893218,0.8869320652589577,0.7651193971441026,0.8477765333044848,0.720091297970818,0.6500891006346541,0.5591123462116138,0.7560265234596834
0.8528058905680321,0.9018002927237985,0.7635342862447789,0.8575973268209998,0.7825858423527895,0.7063724676821406,0.5478610118265617,0.7401908362836219
0.8529508747659207,0.9023871568018714,0.7618910622247268,0.8599564776543056,0.7895719931742855,0.7120768948014806,0.5560590409760381,0.7395486547309696
0.8528334401133393,0.9023250423539525,0.7612943637365048,0.8603419033874736,0.7926997321035253,0.7106187266870576,0.5639688988892096,0.7369596762491728
0.8522125293137108,0.9031798866877633,0.7612255414612364,0.8605730221066914,0.7938431087671888,0.7155130062577818,0.5723727722221621,0.7431041688829683
0.8548702495786947,0.9033487171754916,0.7620092104402768,0.8618792059396406,0.7985269506542139,0.727080809856689,0.580869734776965,0.750785206342899
0.8564399955274001,0.9059194858150548,0.7631314447301952,0.8668886416416302,0.7987381996401198,0.7507384731521547,0.5870214472327666,0.7517305241840229
0.856306427022303,0.9062115384435285,0.7622660173845749,0.8681707980804538,0.8003813891450894,0.7531182102990198,0.5889182441209705,0.7519528591660238
0.8658886664619811,0.9124882428174658,0.8527765929938299,0.8932283268524859,0.8022952258802374,0.7572182109394181,0.7101175788206744,0.7633124521865511
0.8696998567433443,0.9181934810032338,0.8583428143629762,0.9028267163273997,0.805332398867231,0.7653651381252591,0.7204838133083709,0.777325398288963
0.8702458600206182,0.9193975913111261,0.8718621432521759,0.9052907825619474,0.807479739160597,0.7733300245769612,0.7222753781327028,0.786236923168383
