0,1,2
0.14930779,0.053502936,0.03147367
0.17293286,0.17838354,0.03354975
0.06409838,0.028426332,0.024938798
0.118738554,0.06637192,0.04365432
0.044183493,0.012935161,0.026251517
0.077530034,0.016923154,0.029755095
0.23521294,0.033767655,0.1775353
0.10843359,0.04073805,0.05785705
0.11759348,0.016581938,0.11563027
0.09040653,0.03818098,0.029407667
0.0761129,0.017139832,0.06553443
0.17555018,0.040686633,0.034933005
0.12959492,0.049692445,0.03446952
0.13780822,0.039470732,0.08250881
0.29847693,0.05290027,0.05030077
0.14502566,0.06881371,0.0368784
0.2020384,0.063787214,0.13846506
0.020020368,0.011950172,0.01824646
0.037534952,0.013445688,0.083365604
0.02072171,0.0116669405,0.026922146
0.2318477,0.10195872,0.08241898
0.08169704,0.012515433,0.13635725
0.3158022,0.08954368,0.1299033
0.1743731,0.052137487,0.07114154
0.10594338,0.021899465,0.08910417
0.09570818,0.013844886,0.10878951
0.2834547,0.06641599,0.0965444
0.1449637,0.04330099,0.056535494
0.062358312,0.012585707,0.03550908
0.037853982,0.009563508,0.030174123
0.08688188,0.026872566,0.066167966
0.12780534,0.059439566,0.022996431
0.08972874,0.03457937,0.030726658
0.04459127,0.01643005,0.039071083
0.026938014,0.032591294,0.010001595
0.06762607,0.050478984,0.013414844
0.11593743,0.10327404,0.02801835
0.4708962,0.11900336,0.039781105
0.055987015,0.014943555,0.085860476
0.06531999,0.02380671,0.11774617
0.5153641,0.11850879,0.048080314
0.08493646,0.03331501,0.066116504
0.20755897,0.161594,0.016654314
0.07212409,0.02458859,0.016263213
0.12226258,0.019605115,0.046576448
0.41666585,0.047508653,0.11519083
0.043017823,0.009893214,0.03988493
0.21347901,0.17235179,0.027731176
0.08696884,0.026731903,0.071580835
0.18500584,0.037017446,0.08188338
0.01856126,0.008375541,0.017009841
0.08397917,0.023053378,0.05473248
0.030417722,0.012596189,0.02446184
0.15042754,0.020074213,0.14641072
0.16040125,0.052521095,0.10616269
0.96908855,0.90765625,0.27447888
0.059444655,0.016329523,0.08834546
0.16916043,0.03014576,0.11884685
0.11447294,0.03333382,0.10803336
0.23424478,0.08495363,0.020095935
0.025584137,0.016247649,0.039214782
0.22248346,0.034158524,0.105839826
0.40193444,0.041634396,0.15480477
0.0733176,0.016327165,0.081810996
0.13775943,0.046039335,0.103201374
0.03973481,0.015217255,0.072977655
0.053244088,0.016954135,0.07228945
0.078440204,0.018353844,0.06737804
0.10873786,0.023743443,0.1479988
0.05276654,0.029630367,0.029347043
0.24017055,0.028664542,0.10172032
0.12853305,0.05151589,0.05850635
0.13617001,0.05683867,0.087958954
0.23715068,0.03500597,0.093768224
0.20452811,0.037171133,0.053630225
0.084332936,0.022984646,0.054205425
0.050733972,0.018576885,0.060361154
0.06722095,0.015615082,0.07562378
0.05363205,0.019749185,0.060793977
0.188558,0.047396272,0.22056612
0.01633422,0.009445627,0.022415314
0.10377426,0.09554805,0.015311781
0.058064807,0.01907497,0.026695136
0.06231876,0.042812336,0.05300805
0.1782692,0.06690324,0.086263224
