Mean HR,Minimum HR,Maximum HR,Mean SBP,Minimum SBP,Maximum SBP,Mean DBP,Minimum DBP,Maximum DBP,Mean MAP,Minimum MAP,Maximum MAP,Mean RR,Minimum RR,Maximum RR,Mean Temperature,Minimum Temperature,Maximum Temperature,Mean PO2,Minimum PO2,Mean PCO2,Minimum PCO2,Maximum PCO2,Mean FiO2,Minimum FiO2,Maximum FiO2,Mean Base Excess,Minimum Base Excess,Maximum Base Excess,Mean RBC,Maximum Hemoglobin,Mean RDW,Mean MCH,Mean MCV,Mean MCHC,Mean Platelet,Mean WBC,Mean Basophils,Minimum Basophils,Maximum Basophils,Mean Eosinophils,Minimum Eosinophils,Mean Lymphocytes,Mean Monocytes,Maximum Monocytes,Minimum Neutrophils,Mean Albumin,Minimum Albumin,Maximum Albumin,Mean AG,Mean BUN,Mean Calcium,Mean Chloride,Mean Sodium,Mean Potassium,Mean Glucose,Minimum Glucose,Mean Creatinine,Mean INR,Mean PTT,Minimum PTT
0.035875852,0.030925371,0.011178675,0.018140283,0.012120419,0.02301119,0.021060172,0.003928285,0.009567418,0.017106456,0.00394953,0.005648291,0.037938017,0.001760825,0.006981093,0.013575028,0.024583749,0.002199618,0.010691464,0.003583704,0.008117106,0.014313161,0.004787611,0.01425904,0.007991554,0.008963101,0.001850024,0.001930697,0.001554976,0.002975379,0.012052097,0.04358682,0.003553649,0.021168065,0.007877767,0.011591219,0.021874523,0.000408947,0.00029612,0.000178894,0.005973379,0.002162814,0.005207602,0.001249834,0.005375915,0.002322527,0.010479803,0.009345666,0.010059998,0.036043985,0.021842185,0.002908254,0.002639461,0.004720029,0.004554106,0.00641687,0.015497196,0.023617313,0.013819474,0.0057842,0.005187527
0.034365918,0.030402712,0.010725982,0.016266299,0.010815223,0.022636071,0.020253437,0.003559461,0.009261874,0.016243725,0.003622854,0.005563656,0.034657497,0.001832703,0.005991175,0.012951246,0.023467543,0.002015594,0.01065226,0.003599586,0.007735819,0.013609091,0.004307547,0.014898537,0.007825175,0.009138603,0.001525523,0.00170545,0.001352436,0.002834099,0.012081812,0.042739201,0.003430911,0.020930756,0.007666808,0.01224993,0.021053283,0.000409472,0.000247707,0.000165064,0.006043733,0.002158961,0.005770837,0.001346606,0.005199625,0.002637797,0.010323804,0.00916855,0.009835162,0.033601395,0.021295949,0.00289851,0.002573273,0.004997599,0.004391445,0.004964281,0.012860935,0.023107707,0.013564538,0.00708366,0.005500242
0.033092941,0.030189857,0.010989494,0.016280102,0.011144285,0.022092113,0.019355525,0.00362585,0.009759248,0.015639641,0.003548501,0.005260077,0.033431045,0.001724602,0.006264837,0.01303204,0.02381768,0.002063291,0.010417837,0.003517555,0.007884122,0.013972622,0.004558865,0.014588602,0.007893469,0.009058096,0.001907528,0.002037527,0.001686658,0.002798976,0.011083154,0.045140402,0.003498119,0.021357732,0.007690045,0.010878101,0.023912774,0.000406384,0.000276535,0.000168025,0.005721653,0.002083018,0.005498218,0.001349212,0.005291262,0.00251169,0.010052923,0.008843873,0.009639201,0.037109195,0.021902305,0.002813587,0.002726129,0.004804574,0.004585764,0.005716765,0.014430682,0.024418026,0.013862414,0.00612436,0.005395691
0.033768881,0.028322687,0.011060449,0.017255085,0.010784742,0.023493675,0.020925835,0.003358209,0.009613088,0.016951832,0.003381061,0.005736689,0.035605307,0.001661272,0.006743719,0.013173107,0.023679378,0.002051841,0.010210312,0.003383713,0.008095204,0.014569064,0.004690584,0.015087358,0.008360121,0.008959586,0.001626357,0.001847635,0.001576491,0.002849927,0.011480872,0.044519938,0.003492549,0.02114267,0.007783512,0.011324932,0.022472962,0.000419244,0.000268383,0.000169487,0.005899271,0.002165132,0.00589899,0.001442806,0.005426722,0.002402802,0.010377531,0.009197516,0.009954903,0.036526243,0.021319212,0.00290882,0.002535945,0.004657364,0.004512619,0.006607297,0.015113421,0.024375345,0.014008431,0.00669194,0.00531146
0.034945251,0.031250877,0.010729698,0.016245689,0.010947012,0.022598971,0.02033383,0.003562477,0.010043109,0.016064389,0.003416816,0.005457861,0.033057595,0.001670989,0.00638062,0.013291498,0.023624094,0.002093285,0.011472706,0.003814856,0.007738251,0.014512153,0.004355017,0.014766812,0.00801827,0.0090642,0.00173717,0.001874939,0.001622755,0.002868932,0.011714614,0.043946879,0.003470011,0.021098488,0.007945806,0.011489698,0.021680268,0.000405214,0.00027867,0.000170564,0.006120158,0.002147329,0.005643336,0.001443708,0.00575463,0.002362076,0.01014134,0.009107308,0.009830644,0.035106175,0.022475324,0.002870403,0.002636799,0.004813227,0.004555541,0.00577978,0.013563687,0.025184853,0.013610413,0.006772576,0.005122227
0.035274512,0.031618817,0.011163778,0.016030021,0.011406664,0.022443475,0.020445014,0.003818159,0.009874685,0.015814059,0.003674397,0.005453135,0.034476406,0.001790375,0.006293153,0.013093013,0.023806806,0.002028301,0.011528942,0.003503618,0.007730593,0.014356621,0.004302739,0.014625612,0.00743178,0.008491131,0.001893267,0.002005868,0.001599974,0.002846222,0.011518563,0.044001348,0.003477224,0.020650063,0.007764878,0.012056468,0.024263509,0.000404712,0.000270543,0.000168743,0.005983688,0.002105182,0.005347026,0.001448631,0.00549753,0.002242066,0.010254869,0.009002319,0.009919538,0.036544515,0.021071864,0.002862096,0.002593044,0.004988216,0.004506881,0.00575038,0.014245881,0.02373037,0.013633966,0.007139631,0.005521972
0.035196685,0.031072931,0.011195833,0.017368565,0.01197448,0.023098146,0.020036112,0.003705031,0.010408965,0.015646935,0.003581129,0.005879062,0.035087438,0.001841105,0.006304055,0.013414473,0.024148788,0.002185673,0.010011279,0.003323488,0.008534667,0.014521063,0.005105732,0.015392053,0.00828409,0.009308691,0.001784777,0.001863524,0.001581977,0.002913838,0.011805557,0.041159445,0.003802519,0.020636832,0.008344105,0.010557888,0.022297094,0.000404978,0.000299143,0.000173446,0.006086283,0.002197188,0.005232264,0.001384318,0.005553773,0.002242361,0.010366633,0.009208543,0.010150113,0.036909405,0.021816519,0.002924363,0.002818864,0.00496629,0.004630441,0.006199919,0.015066666,0.02477082,0.014085035,0.006297024,0.00486515
0.034230494,0.03159648,0.010685327,0.01601889,0.01138444,0.021804016,0.020308251,0.003689168,0.009529598,0.01567155,0.003385199,0.005376207,0.034218608,0.001664617,0.006370825,0.013010771,0.02357433,0.002025731,0.01088119,0.00351125,0.007866849,0.014643176,0.004365324,0.015258965,0.007675899,0.009243791,0.001899516,0.001937269,0.001691555,0.002852423,0.011573487,0.044369792,0.003369119,0.02091456,0.007771005,0.011656712,0.022647533,0.000404485,0.000275421,0.000178359,0.00588346,0.002091139,0.005464061,0.001331743,0.005146585,0.002563047,0.010181557,0.009053268,0.009785893,0.036893123,0.021136286,0.002877629,0.002692475,0.004867294,0.004548565,0.006158311,0.014401805,0.024404616,0.013748437,0.006380084,0.005153117
0.035645565,0.031391978,0.010798087,0.01657758,0.011746723,0.022533701,0.021960035,0.003778222,0.009379241,0.016595856,0.003932803,0.005407877,0.036667643,0.001834415,0.006763596,0.013529859,0.024498211,0.002165749,0.011843343,0.003904753,0.008158999,0.013824059,0.004579653,0.015816917,0.008090615,0.009173648,0.001931317,0.002101031,0.001646427,0.002901486,0.011894174,0.040299787,0.003464939,0.020778853,0.008070699,0.012509992,0.02398615,0.000415799,0.000272595,0.000175597,0.005982341,0.002133618,0.005498263,0.001383682,0.005431361,0.002819969,0.010397452,0.009168899,0.009952502,0.035561625,0.021413551,0.002935908,0.002760155,0.005016932,0.004634948,0.006021141,0.013932739,0.023291505,0.013884017,0.006648422,0.004964385
0.034169847,0.030903837,0.011171528,0.017220379,0.01208547,0.02266927,0.021454853,0.004042256,0.009702305,0.016504807,0.003897933,0.005447641,0.034448404,0.00193533,0.00626671,0.013410812,0.024339949,0.002118354,0.011403191,0.003687894,0.008452754,0.014413604,0.004810746,0.015090291,0.008285653,0.009222655,0.002000912,0.002117898,0.001777103,0.00294417,0.012044975,0.044930108,0.00373321,0.021926882,0.008168379,0.012671433,0.022615747,0.000410231,0.000288061,0.000177413,0.006336402,0.002199629,0.005206511,0.00137722,0.005454573,0.002522906,0.010564609,0.00944175,0.010248962,0.038876016,0.021750992,0.002995862,0.002587658,0.004704003,0.004730604,0.00601043,0.014955819,0.025002469,0.013833401,0.006995765,0.005338031
0.036582609,0.031321916,0.011261274,0.017340513,0.011741329,0.023168624,0.020789836,0.003700208,0.010086999,0.016049444,0.003903933,0.005758818,0.035515467,0.001699649,0.006800617,0.013360685,0.024148732,0.002119323,0.010831187,0.003290513,0.008049793,0.014440732,0.00480121,0.015532483,0.007804749,0.008928584,0.001946618,0.002043602,0.001686973,0.002922025,0.011773897,0.044466761,0.003576631,0.021186818,0.008149811,0.011645936,0.022089765,0.000419679,0.000282432,0.000180052,0.006313405,0.002228232,0.005400218,0.001347911,0.00530715,0.002606445,0.010523725,0.009266642,0.01013575,0.036037135,0.020641873,0.002951195,0.002539885,0.004736322,0.0045998,0.00573983,0.014818911,0.023972086,0.01408149,0.007036188,0.005488952
0.033648053,0.029874295,0.0110533,0.017356907,0.011815523,0.022725607,0.02060406,0.003776353,0.010027253,0.01597051,0.003888863,0.005461903,0.036220228,0.001795131,0.00606372,0.013266193,0.024049191,0.002128307,0.011351562,0.003809841,0.008084762,0.015243563,0.004670187,0.014641431,0.00823318,0.009162218,0.001877771,0.001982247,0.001678687,0.002926326,0.011409933,0.043656461,0.003664825,0.021827194,0.007970963,0.012338211,0.023530113,0.000409791,0.000292712,0.000175781,0.006373657,0.002246189,0.005603823,0.00135031,0.005262989,0.002200622,0.010554277,0.009327067,0.010208469,0.036621449,0.022346946,0.00294224,0.002816916,0.004974996,0.004660472,0.006528178,0.015679227,0.0246716,0.014248474,0.00653307,0.005193211
