0,1,2,3,4,5,6,7
0.5708641231634294,0.7354475463427319,0.6861786410380759,0.6385448737688821,0.5303386078364223,0.5851452597040232,0.5837079647909975,0.5132449120232541
0.6081520799769522,0.7962062404924077,0.6854263087473367,0.6875745437876395,0.541379039028363,0.6963505774690593,0.5783680792084311,0.6172969991536335
0.6164206058997026,0.8027642197523164,0.6677479236651465,0.6939244498316669,0.5639044901536792,0.7150029052340445,0.5742842608871553,0.6332755400084167
0.6506802464351167,0.8311032966624743,0.7967477680632586,0.6962253956319322,0.4526921960501298,0.6483248572850258,0.5500593618586039,0.5749841501839009
0.6513245667541259,0.8413121074240463,0.7958326140705808,0.712745295008345,0.5196141802745751,0.6802885677044591,0.5923347725610287,0.6267644164881891
0.6561132024584091,0.8443805818326439,0.7951608770329486,0.7175142972616133,0.4714172157869418,0.7077194872373763,0.5364234635959366,0.6128080105224787
0.6720661039948448,0.8478528664892906,0.7966030561799411,0.7645997865071087,0.45090892700370366,0.7016644006936069,0.4640655778608589,0.6133369406902033
0.7689645278757058,0.8681564769003556,0.7926384881624128,0.7668954736248028,0.6794788950683924,0.714104042556827,0.5218340070663552,0.5702054880746024
0.7778965382729817,0.8720217647964122,0.7796824040647695,0.832695391250085,0.6848764704609809,0.7123217276971809,0.525077730119778,0.7295916689905241
0.7708129686111269,0.8764278733336641,0.7807559046093762,0.835646213498907,0.6532963568530838,0.729443187047059,0.5249070311445135,0.748410710046339
0.832127720221183,0.8839938075977076,0.7825961912572732,0.8448811285058867,0.7451373731256383,0.7133887022046455,0.5228345259161881,0.732296037751309
0.8335893526999402,0.8870395987995108,0.787637011575674,0.8506889724874539,0.748905303801177,0.738413683825364,0.5311704011039153,0.7226703728119236
0.8316053812341159,0.8851827443894085,0.7839123676266939,0.851745365100482,0.7531000590988808,0.753442084119604,0.5278651407468676,0.7146801429377678
0.8352030833619648,0.8910676473866043,0.788857766541282,0.8597470392908203,0.7420853788194198,0.7506523361866597,0.5358451740203789,0.7389516343986183
0.8375603504317842,0.8953656058433628,0.7882891600803001,0.8597034507115507,0.752087730235271,0.7702652124709054,0.5430030342236267,0.7383794680152471
0.8351460563421175,0.8892888223494011,0.7881822671152502,0.8540077328813273,0.7562610612708479,0.7659659865914269,0.5538865520113325,0.748671306787515
0.837909072899644,0.8897619289552442,0.7886328104665461,0.8547883016436227,0.7604970553077522,0.7653146226987932,0.5540714294362457,0.7331262586474876
0.8387880983926106,0.8924929023765977,0.8516028058268581,0.8791698555078096,0.7613789802853296,0.764623431303499,0.6946442880106534,0.7590859853012268
0.8397639882436589,0.8992380093127187,0.8542075665354099,0.8881822120294535,0.76051231155136,0.777646176657705,0.6760702800082727,0.7822545468732156
0.8353461616780955,0.8987856738594244,0.8563108232105818,0.8903000812394299,0.75604973885615,0.7793934743114508,0.6982628283815674,0.7827993109681118
