0,1,2,3,4,5,6,7,8,9,10
0.03570712509742225,0.13418847969614034,0.03209320775120432,0.20441221826896072,0.13634907319766354,0.13450676184892654,0.20572243731282652,0.03743369207129945,0.26847583956624294,0.19586956282611936,0.12633010115338403
0.03759700599016241,0.13023683226306457,0.03365965667377895,0.20462616204842926,0.1400836189223919,0.1329900739081204,0.1931872836817056,0.03580398705546395,0.289828086385387,0.19196589912474155,0.1267289758800325
0.03639140788080113,0.12871432716358686,0.031499308205638954,0.19287346006557346,0.12407347581504291,0.12797082025744022,0.18932681833207607,0.035307858957876304,0.2835929317807604,0.17975145271141083,0.12420729074018891
0.034046226692094936,0.12454965651070234,0.03160784965799394,0.1976451783636585,0.12639411989602375,0.13348497470282017,0.19203769148606806,0.037949795262582485,0.27519015846255934,0.18584436110593378,0.1274308559850615
0.03537351038705378,0.12847027092901409,0.03239940579258837,0.19296060782717542,0.13198387259989977,0.12807400750368833,0.19511357127688825,0.03429716481437208,0.27864226573196355,0.17976181991025805,0.11918930265126983
0.03675882178105712,0.1327291851553673,0.0321679059966591,0.1969814967638813,0.13157141592231347,0.12803810299374163,0.19441837811563165,0.03554015276402606,0.26375003000246944,0.18212411964125932,0.12115058562205377
0.03672728108947922,0.12697915295429174,0.030544487526483862,0.19654306779801844,0.12964615093943577,0.13019359483104198,0.18836747746076435,0.037142397094522946,0.2682607457342674,0.17802404853142798,0.1244198638316011
0.03411626266451822,0.12225679759867489,0.03163353974992788,0.1945419962722808,0.12606193960604287,0.13182415879145265,0.19178479641489685,0.03421685638818599,0.26185064068215436,0.18072554300911725,0.12595561457943405
0.03508950811621617,0.1329459559303068,0.0342284989876498,0.20177034409530462,0.13002026301556724,0.1385821738615632,0.20028279032744467,0.03686684008145494,0.277949773571454,0.18396309396577998,0.12810726394609082
0.033808979851747606,0.13269437235899387,0.03145781734749016,0.19819176377542316,0.12356583712586872,0.1276817641686648,0.20202762591652573,0.03362607077744542,0.27153604377751983,0.18711167214252056,0.11821793938157134
0.03551151016773474,0.1313709777865297,0.033407393091775615,0.2035154055459425,0.13219651005603372,0.13393854018812998,0.19724018649198116,0.03928413225064469,0.28732227836479435,0.19142504432983695,0.1325107718540821
0.035153676691186776,0.13054731408230144,0.032293730629462516,0.20324395784549415,0.13006419091316637,0.13680452379211783,0.1967227451885119,0.03621419556356341,0.28332917048785666,0.19226982565410436,0.12577304056813954
0.03755633728338216,0.12802362349399482,0.03209474214277998,0.19133689191937447,0.13111323270804132,0.12817183768562973,0.1930689400024712,0.03342418674549845,0.27682516013535496,0.17582217370159925,0.12181600293316296
0.034151129065438,0.12384311566631186,0.030663577022306526,0.18858234589174389,0.12513423360017442,0.12836505613476037,0.19107211468159221,0.03397319158477308,0.26432068708521544,0.17349186733318492,0.12480873998137758
0.03205119404521429,0.12400788298026601,0.029503418296473682,0.19840145495720207,0.12648569278469948,0.12927050254493952,0.1870712379794568,0.03505074313707882,0.25556513263855596,0.18482730490062385,0.12975881839812065
