0,1,2
0.1439042645631198,0.07819861363657944,0.0812034179365927
0.2840379468156772,0.08784154246662144,0.07876030002817923
0.2374373493861916,0.09251623545374985,0.07177051591289468
0.0722171113466031,0.019687814111215965,0.07793545909166728
0.1439052665553652,0.019417885808313246,0.06439583594703845
0.07645835728535168,0.008068860300405708,0.0664077324329844
0.14063216212662838,0.07317892785647184,0.06630410664619633
0.12254093212649807,0.03173748972234271,0.07851764480086836
0.22087170022562022,0.11830152449511196,0.0633290452212858
0.1638473877284304,0.03617808864974738,0.06882727358500815
0.10841816128900858,0.01989968873420501,0.0648221480743091
0.12715324385951263,0.07863402552983849,0.062487766237123786
0.2662366974306849,0.11163827916394128,0.062211135810252574
0.1719660360024513,0.10592928391127239,0.0821963621036828
0.20590481248338108,0.14906498398584062,0.06594987074894874
0.20666783373511458,0.04657513766943954,0.06742860199769996
0.13378297454480528,0.051198139368518664,0.0712839713545354
0.10336432165641213,0.06356695135828001,0.07302870943090463
0.14115468488234084,0.0810532922194424,0.06469635566333358
0.08049932639615619,0.021480539294948295,0.06683673961987394
0.15957950819505268,0.09243125604070868,0.06393552212420549
0.1571218597163696,0.09491083371878722,0.05593150217669203
0.08684493037002322,0.020582505728646963,0.06440533474563487
0.10432728680680382,0.04121458840857234,0.0690580803333958
0.1086294057710582,0.02841183038867892,0.0675615101106265
0.0710367698767288,0.01510100071623577,0.07089084743878908
0.08975953322823128,0.023304658781853744,0.09187939306294836
0.15931020024714587,0.03906265270852812,0.09643994898393851
0.12432445930249347,0.03878097692384691,0.06163539970277314
0.17090822837817404,0.05610859386560826,0.07068273120235574
0.17440522649103718,0.0825700955555172,0.06502090791348748
0.3278800272053768,0.07334907262050712,0.07504029406644269
0.10612366164895119,0.033503184690901425,0.06393932337867249
0.22097361500038865,0.08007060296746825,0.0627751761318895
0.147956097137098,0.03139640781927598,0.06218915063243896
0.16254063386782558,0.07030382494487793,0.06110468936898797
0.16697134504272496,0.03529102372526771,0.06196015905701203
0.060391445039487866,0.009466147504523834,0.07118985117803428
0.12255265445230062,0.03861664037750155,0.06016397842099866
0.23379116985339654,0.09086188032469782,0.05977563336555735
0.1792468810517076,0.12931603393449093,0.07286113213836526
0.18219102085528038,0.08235486490825543,0.07126965498238556
0.10239635160462736,0.021211268472095243,0.06739770562758983
0.160814761714163,0.13380300678947138,0.08047833319050197
0.15392220856176675,0.05776864072274469,0.07413199668168878
0.17406129443209606,0.06249141481500501,0.07292794126878356
0.11054884147446593,0.08730305997263191,0.04120100337463317
0.1402131221366794,0.06936350981504084,0.06768508072555973
0.061725856669015665,0.012741223879590643,0.06756228524970252
0.2152485425890317,0.07786739829945719,0.06550318968264679
0.10035199861967642,0.021560542081860028,0.07679504956940555
0.1568849167913893,0.12044492060446799,0.06252261936965928
0.6111766764549461,0.2958262079360525,0.0659729639502892
0.4914089868808737,0.39119631382466785,0.08599012158628538
0.12600428099323038,0.07857367555135347,0.08531946231706274
0.08803767229661076,0.014454972413762873,0.06176305417066755
0.3116051912787497,0.17346994919063932,0.0566096329112656
0.10918739284202453,0.007743655936645889,0.07539244057401054
0.13445355442851417,0.038002711956959416,0.06902169249882276
0.1978647092410469,0.06583612182432921,0.06974899724213797
0.14817741175958082,0.05849704762536532,0.06540061952464962
0.11218559339157412,0.05569228470894415,0.06497173068651174
0.3732193308838046,0.24543369676443577,0.060997852330395584
0.15803036664338774,0.10341930627427103,0.07523223092799114
0.06297568909285758,0.005635334556762286,0.05916792288072125
0.11835835176586283,0.038266968243761294,0.06018364817274734
0.06279327566178386,0.02255522667898872,0.055044467942410254
0.16763426898016917,0.082237559191856,0.06161955175613433
0.0948163256347983,0.005827314978703318,0.06143953625500432
0.23099784076043542,0.07432612432735582,0.0661029674005732
0.13480742272591834,0.0466795484906415,0.06967778046377557
0.12973772022682947,0.04349491130181936,0.06665042559800513
0.20045933779994732,0.06959428961591503,0.07115724968468828
0.1052778592192228,0.06278567737481373,0.06321061435374815
0.15536045033967333,0.06749572763845875,0.06930512537503582
0.15634831945434957,0.06375953143080457,0.06275056271559898
0.40801514632671576,0.03549367094832359,0.10061799220212209
0.11521547979462267,0.030014645366241745,0.08973391111515341
0.13381411108398586,0.03451677756896834,0.06235872401008785
0.16255161029043452,0.054252837929336134,0.07103719817226277
0.1675844068915569,0.04556885634479937,0.06734044350849902
0.14016007239418568,0.04690030706128195,0.06114321225922382
0.0782457209296064,0.0030446561063168726,0.05549826843043274
0.0982628665955801,0.017951575828547055,0.07095975493085256
0.13489617348836702,0.028984098346227453,0.06530326126911286
0.15707879753725446,0.129524186740546,0.12351616512108106
0.1636147592990445,0.09243658715477893,0.060171165097050776
0.1597893367789493,0.07749685626165163,0.07462988022194435
0.22581667174253764,0.07497968851448099,0.06291147921502771
0.1465300345670034,0.05944887636620265,0.06615954681799349
0.2421793008770014,0.02494436568301623,0.0824192926128568
0.11397145749119184,0.034118135052733665,0.07769563298844002
0.12637154194857098,0.10253216170518943,0.04397371640033613
